City,Lat,Lng,Weather Description,Max Temp,Humidity,Wind Speed,Cloudiness,Country
Liuzhou,24.3126,109.3892,overcast clouds,74.31800000000008,92,0.72,93,CN
Geraldton,-28.7667,114.6,clear sky,50.41400000000003,81,6.17,0,AU
Nuuk,64.1835,-51.7216,broken clouds,41.88200000000002,41,10.73,60,GL
Yulara,-25.2406,130.9889,clear sky,55.43600000000007,54,2.37,1,AU
Bethel,41.3712,-73.414,clear sky,83.04800000000003,48,5.14,0,US
Nemuro,43.3236,145.575,clear sky,50.72000000000006,84,6.2,0,JP
Norfolk,42.1668,-71.2495,few clouds,84.7760000000001,44,3.09,20,US
Belmonte,-15.8631,-38.8828,scattered clouds,73.38200000000002,74,5.58,41,BR
Luganville,-15.5333,167.1667,overcast clouds,80.18600000000006,82,5.08,98,VU
Hwange,-18.3693,26.5019,clear sky,58.67600000000009,48,1.33,0,ZW
Storforshei,66.4043,14.5233,broken clouds,47.983999999999995,93,2.06,75,NO
Warrnambool,-38.3833,142.4833,overcast clouds,51.81800000000008,74,8.5,99,AU
San Patricio,28.017,-97.5169,overcast clouds,96.18800000000005,50,10.29,97,US
Rio Grande,-32.035,-52.0986,clear sky,60.908,86,3.73,1,BR
East London,-33.0153,27.9116,clear sky,64.85,38,8.58,0,ZA
Rio Gallegos,-51.6226,-69.2181,clear sky,42.854000000000056,75,2.57,0,AR
Fairbanks,64.8378,-147.7164,smoke,67.01000000000008,57,2.57,75,US
Marawi,7.9986,124.2928,overcast clouds,68.37800000000007,91,1.15,94,PH
Alice Springs,-23.7,133.8833,clear sky,40.55,81,0.0,0,AU
Qaanaaq,77.484,-69.3632,overcast clouds,30.68600000000007,68,0.84,93,GL
Hamilton,39.1834,-84.5333,clear sky,97.77200000000003,54,4.63,0,US
Waingapu,-9.6567,120.2641,few clouds,76.78399999999999,86,3.94,23,ID
Bredasdorp,-34.5322,20.0403,light rain,51.188000000000045,77,4.52,88,ZA
Arman,59.7,150.1667,overcast clouds,46.022000000000034,89,0.84,100,RU
Dera Bugti,29.0307,69.151,clear sky,91.02200000000003,37,2.48,0,PK
Vila Franca Do Campo,37.7167,-25.4333,overcast clouds,67.19000000000003,79,1.05,97,PT
Esperance,-33.8667,121.9,clear sky,54.96800000000009,73,6.01,0,AU
Caravelas,-17.7125,-39.2481,broken clouds,71.72600000000008,71,4.92,70,BR
Ancud,-41.8697,-73.8203,light rain,49.22600000000009,86,3.54,89,CL
Mecca,21.4267,39.8261,clear sky,88.05200000000008,29,3.12,0,SA
New Norfolk,-42.7826,147.0587,light rain,44.096000000000046,84,1.08,100,AU
Ambilobe,-13.2,49.05,scattered clouds,68.234,85,1.65,50,MG
Namatanai,-3.6667,152.4333,clear sky,78.99800000000002,80,2.26,10,PG
Port Hardy,50.6996,-127.4199,scattered clouds,57.38000000000004,72,4.63,40,CA
Seddon,-37.8068,144.8916,light intensity shower rain,53.294000000000075,74,9.77,75,AU
Varzea Da Palma,-17.5981,-44.7308,overcast clouds,76.92800000000007,49,3.06,100,BR
Mahebourg,-20.4081,57.7,scattered clouds,71.88800000000005,83,5.14,40,MU
Bouca,6.5105,18.2733,overcast clouds,73.70600000000003,84,1.38,100,CF
Poum,-20.2333,164.0167,clear sky,75.93800000000005,82,4.6,2,NC
Ucluelet,48.9329,-125.5528,clear sky,58.082000000000015,81,1.79,8,CA
Shu,43.5983,73.7614,overcast clouds,66.79400000000007,55,3.27,98,KZ
Klaksvik,62.2266,-6.589,overcast clouds,50.918000000000085,99,5.1,96,FO
Tazovskiy,67.4667,78.7,overcast clouds,53.72600000000009,70,4.11,100,RU
Saldanha,-33.0117,17.9442,clear sky,51.854000000000056,70,5.72,5,ZA
Mnogovershinnyy,53.9353,139.9242,overcast clouds,48.14600000000005,98,0.43,95,RU
Oyama,36.3,139.8,overcast clouds,63.59000000000002,82,1.54,100,JP
Salalah,17.0151,54.0924,broken clouds,81.68000000000004,80,2.61,64,OM
Rudnogorsk,57.2639,103.7519,overcast clouds,57.72200000000004,66,0.02,95,RU
Novyy Urengoy,66.0833,76.6333,overcast clouds,59.25200000000008,71,4.24,94,RU
San Jeronimo,-11.9472,-75.2829,scattered clouds,59.918000000000085,42,3.66,30,PE
Victoria,22.2855,114.1577,overcast clouds,79.32200000000003,91,1.34,100,HK
Ribeira Grande,38.5167,-28.7,light intensity shower rain,62.99600000000005,94,3.09,75,PT
Kobayashi,31.9833,130.9833,overcast clouds,68.28800000000004,100,1.26,100,JP
Pochutla,15.7432,-96.4661,overcast clouds,86.14400000000008,61,2.72,100,MX
Yatou,37.15,122.3833,light rain,62.76200000000006,94,1.21,95,CN
Middelburg,-25.7751,29.4648,overcast clouds,54.320000000000064,47,2.54,100,ZA
Norman Wells,65.282,-126.8329,broken clouds,57.23600000000007,54,7.72,75,CA
Leiva,1.9339,-77.3025,light rain,71.83399999999999,74,2.52,89,CO
Jeremie,18.65,-74.1167,overcast clouds,82.79600000000005,72,1.58,95,HT
Port Elizabeth,-33.918,25.5701,scattered clouds,59.09000000000002,68,2.68,48,ZA
Ambulu,-8.345,113.6058,scattered clouds,74.87600000000009,91,1.16,34,ID
Kavaratti,10.5669,72.642,overcast clouds,82.43600000000006,80,7.25,100,IN
Port-Gentil,-0.7193,8.7815,few clouds,76.96400000000003,83,3.6,20,GA
Iqaluit,63.7506,-68.5145,broken clouds,44.33000000000004,76,2.06,75,CA
Darapidap,17.2131,120.4114,overcast clouds,77.30600000000003,85,2.17,100,PH
Ternate,0.8,127.4,overcast clouds,79.61000000000008,81,2.73,100,ID
Kruisfontein,-34.0033,24.7314,light rain,56.87600000000009,67,12.04,47,ZA
Anadyr,64.75,177.4833,broken clouds,39.70400000000005,80,3.0,75,RU
Mildura,-34.2,142.15,overcast clouds,48.07400000000001,80,6.89,95,AU
Anju,39.6178,125.6647,light rain,57.02000000000006,74,2.25,100,KP
Stokmarknes,68.5646,14.9108,overcast clouds,49.964000000000034,87,4.12,100,NO
Bonthe,7.5264,-12.505,scattered clouds,78.60200000000007,76,3.71,44,SL
Shimonoseki,33.95,130.95,broken clouds,72.28399999999999,94,2.57,75,JP
Mount Gambier,-37.8333,140.7667,overcast clouds,49.91000000000008,93,5.66,100,AU
Avarua,-21.2078,-159.775,scattered clouds,80.65400000000005,74,6.69,39,CK
Severo-Kurilsk,50.6789,156.125,overcast clouds,46.22000000000006,92,1.77,100,RU
Chinsali,-10.5414,32.0816,scattered clouds,58.11800000000009,68,1.52,38,ZM
Cabo San Lucas,22.8909,-109.9124,clear sky,92.60600000000002,63,5.8,7,MX
Nioro,13.35,-15.75,broken clouds,84.02000000000007,62,4.03,67,GM
Lata,40.1629,-8.3327,clear sky,66.70400000000005,78,0.97,0,PT
Provideniya,64.3833,-173.3,fog,37.508,93,3.13,100,RU
Giresun,40.5,38.5,overcast clouds,40.91000000000008,94,0.64,98,TR
Hidalgotitlan,17.7833,-94.6333,broken clouds,80.61800000000008,77,4.91,77,MX
Nipawin,53.3668,-104.0009,light rain,55.43600000000007,100,7.72,100,CA
Honiara,-9.4333,159.95,broken clouds,79.32200000000003,83,3.86,58,SB
Saiki,32.95,131.9,overcast clouds,67.80200000000008,97,3.21,100,JP
Acapulco,16.8634,-99.8901,overcast clouds,85.11800000000008,70,6.23,100,MX
Todos Santos,23.45,-110.2167,clear sky,75.308,64,3.38,4,MX
Longyearbyen,78.2186,15.6401,broken clouds,40.838000000000044,70,6.69,75,SJ
Sibolga,1.7427,98.7792,overcast clouds,75.12800000000007,91,1.2,100,ID
Truro,50.2653,-5.0544,clear sky,56.48000000000004,76,2.57,0,GB
Sioux Lookout,50.1001,-91.917,overcast clouds,66.27200000000003,82,5.66,100,CA
Auburn,47.3073,-122.2284,broken clouds,64.61600000000001,59,5.14,75,US
Maniwaki,46.3834,-75.966,few clouds,79.17800000000007,38,2.06,11,CA
Borisovka,50.6236,35.9903,overcast clouds,60.944000000000074,92,3.2,100,RU
Sinnamary,5.3833,-52.95,broken clouds,80.24000000000002,75,3.77,71,GF
Kodiak,57.79,-152.4072,moderate rain,51.314000000000036,87,5.14,100,US
Mao,39.8885,4.2658,clear sky,73.958,56,1.54,0,ES
Grootfontein,-19.5667,18.1167,clear sky,54.96800000000009,41,2.06,0,NA
Dali,25.7,100.1833,overcast clouds,58.19000000000002,93,1.16,100,CN
Sharan,54.8167,54.0,scattered clouds,55.97600000000009,86,1.98,27,RU
Swellendam,-34.0226,20.4417,light rain,50.57600000000009,83,4.05,96,ZA
Sitka,57.0531,-135.33,overcast clouds,53.51000000000008,75,1.59,88,US
Tomatlan,19.9333,-105.25,few clouds,96.26000000000008,41,6.61,24,MX
Lazaro Cardenas,17.9583,-102.2,overcast clouds,78.89000000000001,85,2.44,100,MX
Srednekolymsk,67.45,153.6833,clear sky,68.57600000000009,30,1.31,2,RU
Christchurch,-43.5333,172.6333,mist,36.48200000000001,100,1.54,20,NZ
Husavik,66.0449,-17.3389,scattered clouds,48.992,86,2.72,50,IS
Luderitz,-26.6481,15.1594,clear sky,57.72200000000004,74,1.77,0,NA
Flinders,-34.5833,150.8552,broken clouds,50.25200000000008,82,2.24,73,AU
Touros,-5.1989,-35.4608,clear sky,76.29800000000003,74,5.29,2,BR
Pangnirtung,66.1451,-65.7125,broken clouds,41.0,75,7.72,75,CA
Constitucion,-35.3333,-72.4167,overcast clouds,53.96000000000008,84,3.85,100,CL
Bengkulu,-3.8004,102.2655,scattered clouds,74.76800000000009,89,1.75,39,ID
Lorengau,-2.0226,147.2712,scattered clouds,80.56400000000004,78,3.83,29,PG
Manyana,-23.4,21.7167,clear sky,50.791999999999994,47,3.92,3,BW
La Ronge,55.1001,-105.2842,overcast clouds,61.016000000000005,88,4.12,100,CA
Newton Stewart,54.9578,-4.4832,overcast clouds,52.538000000000046,83,1.19,100,GB
Dolores,-36.3132,-57.6792,overcast clouds,53.924000000000014,62,2.95,100,AR
Warragul,-38.1667,145.9333,light rain,50.432000000000016,87,1.3,100,AU
Qingyuan,23.7,113.0333,overcast clouds,76.98200000000001,98,1.41,100,CN
Jos,9.9167,8.9,light rain,70.016,73,1.45,6,NG
Manzil Salim,35.8567,8.4765,clear sky,78.81800000000008,28,2.39,0,TN
Slave Lake,55.2834,-114.769,overcast clouds,57.182000000000016,88,2.57,100,CA
Hulshout,51.0757,4.7945,clear sky,62.94199999999999,62,3.19,0,BE
Porto Novo,6.4965,2.6036,moderate rain,84.02000000000007,87,3.45,100,BJ
Iracoubo,5.4802,-53.2011,broken clouds,79.84400000000008,77,3.74,54,GF
Champerico,14.3,-91.9167,overcast clouds,86.54000000000002,80,2.06,100,GT
Amapala,13.2922,-87.6539,overcast clouds,76.64000000000001,85,2.18,100,HN
Okakarara,-20.5833,17.4333,clear sky,47.102000000000075,40,3.29,0,NA
Luau,-10.7073,22.2247,clear sky,62.38399999999999,40,1.71,4,AO
Sola,-13.8833,167.55,overcast clouds,80.79800000000003,79,9.98,100,VU
Seoul,37.5683,126.9778,light rain,58.604000000000056,91,2.57,100,KR
Beloha,-25.1667,45.05,scattered clouds,65.67800000000007,75,3.18,30,MG
Broome,42.2506,-75.833,scattered clouds,80.65400000000005,49,3.13,34,US
Solnechnyy,50.7214,136.6319,few clouds,66.50600000000003,72,1.55,12,RU
Olafsvik,64.8945,-23.7142,overcast clouds,48.88399999999999,73,7.15,88,IS
Omboue,-1.5746,9.2618,overcast clouds,73.97600000000008,88,3.47,100,GA
Hakui,36.8833,136.7833,light rain,66.23600000000008,95,2.03,100,JP
Fort Nelson,58.8053,-122.7002,scattered clouds,69.38600000000007,28,0.0,40,CA
Vorgashor,67.5833,63.95,broken clouds,52.25,38,1.12,80,RU
Narsaq,60.9167,-46.05,overcast clouds,47.102000000000075,46,4.35,99,GL
Fort Thomas,39.0751,-84.4472,scattered clouds,97.55600000000003,55,0.89,45,US
Pisco,-13.7,-76.2167,clear sky,64.45400000000005,72,4.63,0,PE
Makakilo City,21.3469,-158.0858,clear sky,76.60400000000006,76,8.45,2,US
Carutapera,-1.195,-46.02,overcast clouds,76.96400000000003,88,3.41,88,BR
Yanam,16.7333,82.2167,overcast clouds,79.77200000000003,77,0.54,89,IN
Truckee,39.328,-120.1833,clear sky,74.71400000000003,22,2.24,0,US
Steamboat Springs,40.485,-106.8317,clear sky,64.34600000000005,38,4.63,0,US
Brufut,13.3814,-16.7518,broken clouds,78.89000000000001,89,1.54,75,GM
Vostok,46.4856,135.8833,few clouds,58.46000000000008,81,0.94,15,RU
Qurayyat,31.3318,37.3428,clear sky,77.18000000000004,38,7.2,0,SA
Itarema,-2.9248,-39.9167,clear sky,76.96400000000003,73,5.52,4,BR
Simi,9.5667,-12.35,scattered clouds,74.57000000000006,93,2.05,48,SL
Takab,36.4009,47.1133,clear sky,57.668000000000085,44,1.14,0,IR
Buraydah,26.326,43.975,clear sky,93.65,10,3.68,0,SA
Soe,-9.8607,124.284,broken clouds,65.49800000000002,94,1.82,84,ID
Vyartsilya,62.1764,30.693,overcast clouds,53.65400000000005,81,1.46,100,RU
Vestmannaeyjar,63.4427,-20.2734,overcast clouds,49.78399999999999,76,7.4,100,IS
Coquimbo,-29.9533,-71.3436,clear sky,55.13000000000004,71,4.63,0,CL
Almaznyy,48.0448,40.045,overcast clouds,63.96800000000009,76,2.38,100,RU
Rubtsovsk,51.5,81.25,broken clouds,60.49400000000007,87,3.53,65,RU
Komsomolskiy,40.4272,71.7189,broken clouds,75.92000000000006,38,2.06,81,UZ
Sur,22.5667,59.5289,scattered clouds,85.51400000000004,70,4.42,36,OM
Akdepe,42.0551,59.3788,broken clouds,86.09000000000002,34,5.08,74,TM
Traralgon,-38.1833,146.5333,overcast clouds,41.66600000000001,85,1.17,100,AU
Schwabach,49.3292,11.0256,clear sky,64.184,45,2.06,0,DE
Tiznit,29.5833,-9.5,broken clouds,74.21000000000008,60,1.3,73,MA
Golden,39.7555,-105.2211,scattered clouds,86.14400000000008,27,6.17,40,US
Cabedelo,-6.9811,-34.8339,clear sky,79.46600000000001,74,4.59,0,BR
Broken Hill,-31.95,141.4333,clear sky,47.26400000000003,54,6.47,0,AU
Ulaanbaatar,47.9077,106.8832,heavy intensity rain,59.12600000000009,82,2.0,40,MN
San Quintin,30.4833,-115.95,clear sky,68.84600000000005,64,5.44,0,MX
Olkhovka,53.2115,60.6069,few clouds,55.346000000000046,64,2.57,21,RU
Beringovskiy,63.05,179.3167,broken clouds,33.530000000000044,87,2.13,76,RU
Vila Velha,-20.3297,-40.2925,scattered clouds,69.74600000000005,79,4.63,40,BR
Saint-Francois,46.4154,3.9054,clear sky,69.24199999999999,56,1.03,0,FR
Chibuto,-24.6867,33.5306,clear sky,65.80400000000006,52,4.95,2,MZ
Shahreza,32.0339,51.8794,clear sky,73.02200000000003,13,1.84,0,IR
Leningradskiy,69.3833,178.4167,light snow,32.21600000000001,97,3.69,99,RU
