City,Lat,Lng,Weather Description,Max Temp,Humidity,Wind Speed,Cloudiness,Country
Saint-Philippe,-21.3585,55.7679,light rain,67.58600000000007,82,5.29,43,RE
Paka,4.6374,103.4368,overcast clouds,79.25,85,2.72,88,MY
Katangli,51.7102,143.2326,overcast clouds,66.97400000000002,63,3.52,96,RU
Anderson,34.5334,-82.6499,clear sky,89.15,65,2.57,0,US
Redwood City,37.4852,-122.2364,clear sky,86.72000000000006,48,11.83,0,US
Barrow,71.2906,-156.7887,few clouds,37.418000000000085,81,3.6,20,US
Nuuk,64.1835,-51.7216,few clouds,39.812000000000054,60,8.23,20,GL
Parian Dakula,5.5567,120.7719,few clouds,84.21800000000009,72,5.1,19,PH
Ixtapa,20.7,-105.2,broken clouds,84.21800000000009,74,6.17,75,MX
Halifax,44.6453,-63.5724,overcast clouds,55.688000000000045,94,5.36,100,CA
Torrington,41.8007,-73.1212,clear sky,70.34000000000002,71,1.34,1,US
Abha,18.2164,42.5053,clear sky,68.25200000000008,16,0.0,0,SA
Machali,-34.1833,-70.6667,clear sky,47.62400000000001,73,0.58,7,CL
Borgarnes,64.5383,-21.9206,light rain,49.80200000000008,77,2.87,100,IS
Hasaki,35.7333,140.8333,light rain,64.79600000000005,83,5.61,100,JP
Kruisfontein,-34.0033,24.7314,light rain,52.88000000000004,72,10.2,22,ZA
San Pedro De Cajas,-11.2511,-75.8617,broken clouds,35.45600000000003,91,1.04,67,PE
Kenai,60.5544,-151.2583,overcast clouds,64.02200000000003,48,4.12,100,US
San Policarpo,12.1791,125.5072,few clouds,84.93800000000005,71,4.72,20,PH
Klaksvik,62.2266,-6.589,overcast clouds,50.918000000000085,99,4.84,100,FO
Vangaindrano,-23.35,47.6,overcast clouds,66.05600000000003,86,1.11,100,MG
Chapais,49.7834,-74.8492,overcast clouds,60.728000000000065,70,1.31,93,CA
Ponta Do Sol,32.6667,-17.1,scattered clouds,67.01000000000008,75,3.32,32,PT
Sao Joao Da Barra,-21.6403,-41.0511,overcast clouds,66.18200000000002,68,3.25,97,BR
Itupiranga,-5.1347,-49.3267,broken clouds,77.32400000000001,96,1.49,63,BR
Tighnabruaich,55.9016,-5.2398,overcast clouds,54.391999999999996,91,1.75,100,GB
Hamilton,39.1834,-84.5333,clear sky,88.43000000000004,76,2.57,0,US
Qaqortoq,60.7167,-46.0333,overcast clouds,44.47400000000001,65,5.51,100,GL
Bajna,27.9,77.6833,broken clouds,91.94000000000003,36,3.61,59,IN
Richards Bay,-28.783,32.0377,overcast clouds,68.21600000000001,64,5.77,95,ZA
Puri,19.8,85.85,overcast clouds,81.12200000000004,87,5.49,100,IN
Leh,34.1667,77.5833,clear sky,52.7,41,1.72,3,IN
Saldanha,-33.0117,17.9442,clear sky,55.346000000000046,69,4.87,1,ZA
Isangel,-19.55,169.2667,few clouds,80.85200000000007,71,5.25,11,VU
Constitucion,-35.3333,-72.4167,overcast clouds,52.82600000000009,91,3.36,95,CL
Veranopolis,-28.9361,-51.5494,clear sky,45.23000000000004,98,1.33,0,BR
Constantine,36.365,6.6147,clear sky,72.80600000000003,35,2.57,0,DZ
Urusha,54.05,122.9,overcast clouds,67.80200000000008,60,1.46,98,RU
Port Macquarie,-31.4333,152.9167,clear sky,67.892,54,1.03,0,AU
Sibolga,1.7427,98.7792,overcast clouds,74.46200000000006,94,1.62,100,ID
Puerto Ayora,-0.7393,-90.3518,overcast clouds,71.54600000000005,90,1.34,86,EC
Erice,38.037,12.5865,clear sky,63.06800000000008,63,0.4,0,IT
Tres Marias,19.0522,-99.2431,overcast clouds,58.46000000000008,83,1.41,100,MX
Tulagi,-9.0996,160.1476,overcast clouds,83.15600000000003,73,6.34,85,SB
Varhaug,58.6147,5.6457,clear sky,52.483999999999995,91,4.18,8,NO
Atuona,-9.8,-139.0333,light rain,77.39600000000004,77,9.61,76,PF
Knin,44.0439,16.2,clear sky,58.748000000000026,71,3.4,0,HR
Saint-Louis,16.3333,-15.0,light rain,79.55600000000003,66,6.27,70,SN
Tuntange,49.7178,6.0103,clear sky,59.57600000000009,80,4.12,0,LU
Beloha,-25.1667,45.05,clear sky,65.01200000000006,61,3.04,6,MG
Biak,-0.9131,122.8766,overcast clouds,79.808,76,0.84,100,ID
Qasigiannguit,68.8193,-51.1922,overcast clouds,34.05200000000008,78,2.25,97,GL
Chaiyaphum,15.75,102.0,overcast clouds,88.05200000000008,65,2.68,100,TH
Lata,40.1629,-8.3327,clear sky,66.07400000000001,76,1.05,4,PT
Cherskiy,68.75,161.3,clear sky,67.73000000000005,26,2.98,6,RU
Lago Da Pedra,-4.3333,-45.1667,clear sky,70.89800000000002,95,1.5,6,BR
Tucuman,-26.8241,-65.2226,smoke,46.4,87,2.57,2,AR
College Station,30.628,-96.3344,clear sky,89.47400000000002,50,7.2,0,US
Aykhal,66.0,111.5,overcast clouds,70.50200000000008,28,4.18,100,RU
Te Anau,-45.4167,167.7167,overcast clouds,44.52800000000006,90,2.25,98,NZ
Tura,25.5198,90.2201,moderate rain,74.48000000000005,96,2.23,100,IN
La Cruz,23.9167,-106.9,clear sky,82.58000000000004,58,2.33,3,MX
Moerai,-22.4333,-151.3333,overcast clouds,75.39800000000002,66,5.19,96,PF
Haines Junction,60.7522,-137.5108,overcast clouds,57.70400000000005,52,3.27,98,CA
Ojinaga,29.5667,-104.4167,overcast clouds,83.35400000000006,51,5.66,100,MX
Sibu,2.3,111.8167,scattered clouds,82.72400000000002,72,1.13,35,MY
Heihe,50.2441,127.4902,broken clouds,72.17600000000009,67,4.49,56,CN
Buraydah,26.326,43.975,clear sky,85.24400000000007,13,3.54,0,SA
Kailua,21.4022,-157.7394,clear sky,84.18200000000002,67,7.2,0,US
Hobart,-42.8794,147.3294,broken clouds,48.254000000000055,93,2.06,75,AU
Orlik,52.5178,99.825,overcast clouds,62.63600000000007,66,0.21,100,RU
Bathsheba,13.2167,-59.5167,broken clouds,81.21200000000006,89,9.26,75,BB
Poum,-20.2333,164.0167,scattered clouds,77.59400000000008,77,4.09,50,NC
Kahului,20.8947,-156.47,few clouds,87.81800000000008,63,12.35,20,US
Coahuayana,18.7333,-103.6833,overcast clouds,83.58800000000005,70,1.97,100,MX
Bambanglipuro,-7.95,110.2833,few clouds,79.39400000000008,77,1.44,23,ID
Kamenka,51.3223,42.7678,clear sky,59.342,58,4.22,0,RU
Shanghai,31.2222,121.4581,broken clouds,84.07400000000001,67,4.0,69,CN
Cayenne,4.9333,-52.3333,clear sky,82.09400000000008,1,0.89,0,GF
Verkhnyaya Inta,65.9811,60.3094,overcast clouds,57.36200000000006,73,2.65,100,RU
Port Augusta,-32.5,137.7667,overcast clouds,59.774000000000015,71,5.01,100,AU
Banda Aceh,5.5577,95.3222,light rain,79.26800000000009,84,7.51,89,ID
Thinadhoo,0.5333,72.9333,broken clouds,83.42600000000009,67,2.05,83,MV
Launceston,-41.45,147.1667,broken clouds,50.81000000000008,97,4.63,75,AU
Tytuvenai,55.6,23.2,clear sky,51.71000000000008,96,3.78,2,LT
Winton,37.3894,-120.6133,clear sky,89.61800000000008,12,8.23,0,US
Ferrol,43.4832,-8.2369,clear sky,65.35400000000006,92,0.68,5,ES
Lavrentiya,65.5833,-171.0,light rain,36.44600000000005,99,3.67,100,RU
Majene,-3.5403,118.9707,overcast clouds,80.06000000000009,82,2.29,99,ID
Bayir,37.2687,28.2167,clear sky,64.92200000000004,65,1.27,10,TR
Margate,51.3813,1.3862,scattered clouds,59.306000000000026,83,1.34,31,GB
Kuching,1.55,110.3333,few clouds,75.41600000000001,94,0.0,20,MY
Carnduff,49.1667,-101.8009,scattered clouds,62.38399999999999,63,3.87,41,CA
Kon Tum,14.35,108.0,overcast clouds,77.97200000000004,80,0.38,100,VN
Touros,-5.1989,-35.4608,clear sky,74.066,80,4.64,0,BR
Dunedin,-45.8742,170.5036,overcast clouds,47.80400000000005,61,7.6,100,NZ
Dhidhdhoo,6.8833,73.1,scattered clouds,82.45400000000005,76,5.23,26,MV
Islampur,26.2667,88.2,moderate rain,76.60400000000006,96,4.54,100,IN
Pavlodar,52.3,76.95,scattered clouds,57.00200000000008,82,2.0,40,KZ
Chegdomyn,51.1167,133.0167,overcast clouds,72.55400000000006,55,3.13,98,RU
Ayagoz,47.9714,80.4392,broken clouds,66.66800000000009,65,0.8,68,KZ
Yulara,-25.2406,130.9889,clear sky,65.35400000000006,43,3.09,0,AU
Solnechnyy,50.7214,136.6319,broken clouds,79.61000000000008,33,3.47,70,RU
Shenkursk,62.1091,42.896,overcast clouds,57.668000000000085,85,2.29,100,RU
Ostrovnoy,68.0531,39.5131,broken clouds,52.05200000000008,84,4.7,60,RU
Bubaque,11.2833,-15.8333,broken clouds,79.61000000000008,81,4.57,54,GW
Sao Pedro,-22.5486,-47.9139,overcast clouds,57.41600000000001,57,1.67,100,BR
Tual,-5.6667,132.75,overcast clouds,82.49000000000002,75,7.95,96,ID
Ashqelon,31.6693,34.5715,clear sky,73.81400000000004,72,1.11,0,IL
Lasa,46.6166,10.7002,broken clouds,59.360000000000085,79,1.13,71,IT
Pringsewu,-5.3582,104.9744,scattered clouds,77.73800000000004,87,0.2,39,ID
Cantavir,45.9219,19.7627,few clouds,56.82200000000004,62,2.73,13,RS
Arraial Do Cabo,-22.9661,-42.0278,overcast clouds,68.09000000000002,64,3.44,100,BR
Severo-Kurilsk,50.6789,156.125,overcast clouds,46.58000000000004,93,1.97,100,RU
Nanortalik,60.1432,-45.2371,overcast clouds,40.49600000000005,75,6.45,100,GL
Shache,38.4167,77.2406,few clouds,73.70600000000003,18,4.45,14,CN
Yangjiang,21.85,111.9667,overcast clouds,79.808,84,0.52,93,CN
Ngawen,-7.0032,111.3129,overcast clouds,78.8,84,2.05,97,ID
Souillac,-20.5167,57.5167,scattered clouds,71.97800000000007,78,4.63,40,MU
Padang,-0.9492,100.3543,overcast clouds,73.45400000000005,95,2.14,100,ID
Ocean City,39.2776,-74.5746,overcast clouds,69.98000000000005,75,0.45,85,US
Evensk,61.95,159.2333,overcast clouds,48.63200000000002,77,6.08,100,RU
Markova,48.6758,24.4138,clear sky,46.544000000000075,87,1.92,1,UA
Sitka,57.0531,-135.33,overcast clouds,55.291999999999994,67,2.57,100,US
Clyde River,70.4692,-68.5914,overcast clouds,36.44600000000005,75,2.75,99,CA
Blagoyevo,63.3667,47.9167,scattered clouds,56.768000000000086,79,0.44,39,RU
Grand Gaube,-20.0064,57.6608,scattered clouds,71.99600000000005,71,2.68,26,MU
Yablonovo,50.8523,37.3574,moderate rain,54.68000000000004,90,4.77,100,RU
Saint-Augustin,51.226,-58.6502,overcast clouds,56.46200000000006,57,6.81,100,CA
Albox,37.3886,-2.1495,overcast clouds,76.33399999999999,39,1.0,100,ES
Buzmeyin,38.0507,58.2056,scattered clouds,86.108,33,2.04,30,TM
Kavaratti,10.5669,72.642,overcast clouds,83.08399999999999,73,6.83,99,IN
Abu Kamal,34.4506,40.9171,clear sky,78.35,46,5.05,0,SY
Cabo San Lucas,22.8909,-109.9124,clear sky,89.18600000000006,66,6.72,3,MX
Warwick,41.7001,-71.4162,few clouds,71.54600000000005,73,5.14,20,US
Cap Malheureux,-19.9842,57.6142,scattered clouds,71.47400000000002,71,2.24,40,MU
Soyo,-6.1349,12.3689,overcast clouds,72.14000000000001,88,4.11,92,AO
Katsuura,35.1333,140.3,light rain,62.61800000000009,88,6.62,100,JP
Porto Belo,-27.1578,-48.5531,few clouds,62.54600000000005,87,2.04,12,BR
Knysna,-34.0363,23.0471,light rain,53.24000000000002,81,6.81,80,ZA
Arlit,18.7369,7.3853,scattered clouds,91.70600000000003,16,4.1,30,NE
Quatre Cocos,-20.2078,57.7625,clear sky,71.708,66,6.11,0,MU
Parana,-31.732,-60.5238,scattered clouds,56.516000000000005,83,3.03,25,AR
Olafsvik,64.8945,-23.7142,overcast clouds,48.596000000000046,74,6.72,99,IS
Ampanihy,-24.7,44.75,clear sky,65.12000000000006,58,3.01,0,MG
Birjand,32.8663,59.2211,overcast clouds,77.66600000000001,22,3.58,99,IR
Chacabuco,-34.6417,-60.4739,overcast clouds,51.51200000000006,57,3.1,100,AR
Mogadishu,2.0371,45.3438,broken clouds,78.71000000000008,82,8.65,81,SO
Takoradi,4.8845,-1.7554,light rain,77.91800000000009,88,5.23,100,GH
Riyadh,24.6877,46.7219,clear sky,86.14400000000008,20,3.32,5,SA
Morgan City,29.6994,-91.2068,clear sky,86.0,89,2.57,0,US
Udaipur,24.5712,73.6918,scattered clouds,79.7,81,4.93,42,IN
Mosquera,4.7059,-74.2302,broken clouds,53.69000000000002,87,1.03,75,CO
Fernley,39.608,-119.2518,clear sky,81.69800000000002,11,4.92,0,US
Henties Bay,-22.116,14.2845,clear sky,55.022000000000034,77,4.07,0,NA
Paamiut,61.994,-49.6678,clear sky,39.272000000000034,61,15.04,6,GL
Kasiri,8.9412,-13.1148,light rain,76.442,89,1.43,100,SL
Iskateley,67.6803,53.1512,few clouds,45.338000000000044,78,4.94,11,RU
Takaka,-40.85,172.8,broken clouds,56.55200000000008,68,4.29,64,NZ
Kilindoni,-7.9139,39.6668,clear sky,77.66600000000001,73,5.15,0,TZ
Palestina,31.9216,35.2033,clear sky,64.34600000000005,86,1.46,0,PS
Kandrian,-6.2167,149.55,light rain,83.39000000000001,73,3.78,45,PG
Plettenberg Bay,-34.0527,23.3716,light rain,54.03200000000002,77,7.9,99,ZA
Marbella,36.5154,-4.8858,overcast clouds,79.25,48,1.62,100,ES
Wanning,18.8003,110.3967,overcast clouds,83.89400000000008,81,3.83,100,CN
Sistranda,63.7256,8.834,overcast clouds,49.964000000000034,88,4.83,100,NO
Eixo,40.6276,-8.5692,clear sky,67.892,85,0.45,5,PT
Mabaruma,8.2,-59.7833,overcast clouds,73.50800000000001,96,1.29,86,GY
Batagay,67.6333,134.6333,scattered clouds,69.83600000000007,36,2.76,26,RU
Tevaitoa,-16.7833,-151.5,clear sky,79.89800000000002,73,9.66,3,PF
Pisco,-13.7,-76.2167,broken clouds,60.854000000000056,77,5.14,75,PE
North Platte,41.1239,-100.7654,clear sky,76.892,31,2.57,0,US
Emmett,43.8735,-116.4993,clear sky,65.174,38,1.63,3,US
Taos,36.4072,-105.5731,clear sky,80.99600000000005,14,9.26,0,US
Chokurdakh,70.6333,147.9167,broken clouds,73.32800000000006,22,3.44,58,RU
Burnie,-41.0667,145.9167,light rain,52.91600000000001,81,6.77,100,AU
Hovd,48.0056,91.6419,overcast clouds,75.38000000000004,30,1.4,97,MN
Oriximina,-1.7656,-55.8661,broken clouds,73.86800000000008,92,1.02,65,BR
Wawa,9.9022,4.4192,light rain,77.0,84,2.67,98,NG
Kaitangata,-46.2817,169.8464,overcast clouds,43.358000000000004,85,6.99,95,NZ
Nakamura,32.9833,132.9333,overcast clouds,68.82800000000006,99,1.38,100,JP
Keti Bandar,24.1447,67.4497,few clouds,82.76000000000008,83,6.51,11,PK
Macroom,51.9,-8.95,overcast clouds,51.872000000000035,90,1.16,100,IE
Nouadhibou,20.931,-17.0347,clear sky,65.71400000000003,90,10.71,3,MR
Naryan-Mar,67.6713,53.087,few clouds,45.48200000000001,78,4.94,12,RU
Yerbogachen,61.2767,108.0108,overcast clouds,66.93800000000005,50,1.16,98,RU
Velyka Bahachka,49.7912,33.7226,clear sky,51.044000000000075,78,3.56,0,UA
Sinop,41.7711,34.8709,clear sky,59.846000000000046,69,2.28,9,TR
Klyuchi,52.2667,79.1667,clear sky,64.27400000000002,58,3.21,2,RU
Alofi,-19.0595,-169.9187,broken clouds,78.54800000000003,71,6.46,52,NU
Tuy Hoa,13.0833,109.3,overcast clouds,84.72200000000004,72,2.05,100,VN
Tuatapere,-46.1333,167.6833,overcast clouds,45.06800000000008,84,6.4,100,NZ
Lagoa,39.05,-27.9833,overcast clouds,63.266000000000005,90,7.04,100,PT
Naica,27.85,-105.4833,broken clouds,89.47400000000002,21,7.51,77,MX
